"","Provider.State","County","Provider.Name","WeeksofShortage_of_EP_by_Provider","WeeksofShortage_of_GL_by_Provider","WeeksofShortage_of_HS_by_Provider","WeeksofShortage_of_N95_by_Provider","WeeksofShortage_of_SM_by_Provider","WeeksofShortage_of_VT_by_Provider"
"8101","OH","Lorain","MAIN STREET CARE CENTER",NA,NA,NA,12,NA,NA
"8102","OH","Lorain","WELCOME NURSING HOME",NA,NA,NA,4,1,NA
"8103","OH","Lucas","ASTORIA PLACE OF WATERVILLE",NA,NA,NA,2,NA,NA
"8104","OH","Lucas","ELIZABETH SCOTT COMMUNITY",NA,NA,NA,6,NA,NA
"8105","OH","Lucas","LUTHERAN HOME AT TOLEDO",NA,NA,NA,1,NA,NA
"8106","OH","Lucas","OTTERBEIN MONCLOVA",NA,NA,NA,6,NA,NA
"8107","OH","Lucas","SUNSET HOUSE",NA,NA,NA,22,NA,NA
"8108","OH","Mahoning","BRIARFIELD AT ASHLEY CIRCLE",NA,NA,NA,1,NA,NA
"8109","OH","Mahoning","CANFIELD ACRES LLC DBA WINDSOR HOUSE AT CANFIELD",NA,NA,NA,42,NA,NA
"8110","OH","Mahoning","CAPRICE HEALTH CARE CENTER",NA,NA,NA,6,NA,NA
"8111","OH","Mahoning","GREENBRIAR CENTER",NA,NA,NA,1,NA,NA
"8112","OH","Mahoning","HAMPTON WOODS NURSING CENTER, INC",NA,NA,NA,1,NA,NA
"8113","OH","Mahoning","OMNI MANOR NURSING HOME",NA,NA,NA,42,NA,NA
"8114","OH","Mahoning","ST MARY'S ALZHEIMER'S CENTER",NA,NA,NA,42,NA,NA
"8115","OH","Mahoning","WINDSOR HEALTH CARE CENTER",NA,NA,NA,41,NA,NA
"8116","OH","Marion","HARDING POINTE",NA,NA,NA,12,NA,NA
"8117","OH","Medina","ALTERCARE OF WADSWORTH",NA,NA,NA,33,NA,NA
"8118","OH","Medina","AVENUE AT MEDINA",NA,NA,NA,12,NA,NA
"8119","OH","Medina","BRUNSWICK POINTE TRANSITIONAL CARE",NA,NA,NA,14,NA,NA
"8120","OH","Medina","PEARLVIEW REHAB & WELLNESS CTR",NA,NA,NA,3,NA,NA
"8121","OH","Medina","SANCTUARY WADSWORTH",NA,NA,NA,29,26,NA
"8122","OH","Medina","WADSWORTH POINTE",NA,NA,NA,14,NA,NA
"8123","OH","Meigs","ARBORS AT POMEROY",NA,NA,NA,2,1,NA
"8124","OH","Mercer","DIVINE REHABILITATION AND NURSING AT SHANE HILL",NA,NA,NA,1,NA,NA
"8125","OH","Miami","COVINGTON CARE CENTER",NA,NA,NA,17,NA,NA
"8126","OH","Montgomery","DUNBAR HEALTH & REHAB CENTER",NA,NA,NA,2,NA,NA
"8127","OH","Montgomery","LAURELS OF WEST CARROLLTON THE",NA,NA,NA,8,NA,NA
"8128","OH","Morrow","BENNINGTON GLEN NURSING & REHA",NA,NA,NA,2,NA,NA
"8129","OH","Morrow","WOODSIDE VILLAGE CARE CENTER",NA,NA,NA,23,5,NA
"8130","OH","Ottawa","OTTERBEIN NORTH SHORE",NA,NA,NA,6,NA,NA
"8131","OH","Paulding","VANCREST OF PAYNE",NA,NA,NA,1,NA,NA
"8132","OH","Pickaway","BROWN MEMORIAL HOME INC",NA,NA,NA,7,NA,NA
"8133","OH","Portage","AVENUE AT AURORA",NA,NA,NA,30,1,NA
"8134","OH","Portage","KENT HEALTHCARE AND REHABILITATION.",NA,NA,NA,1,NA,NA
"8135","OH","Preble","VANCREST HEALTH CARE CENTER OF EATON",NA,NA,NA,1,1,NA
"8136","OH","Richland","ARBORS AT MIFFLIN",NA,NA,NA,18,13,NA
"8137","OH","Richland","OAK GROVE MANOR",NA,NA,NA,1,NA,NA
"8138","OH","Ross","VALLEY VIEW ALZHEIMER'S CARE CTR",NA,NA,NA,1,NA,NA
"8139","OH","Sandusky","ASTORIA PLACE OF CLYDE, LLC",NA,NA,NA,1,NA,NA
"8140","OH","Sandusky","BETHESDA CARE CENTER",NA,NA,NA,1,NA,NA
"8141","OH","Sandusky","SPRING CREEK NURSING AND REHABILITATION CENTER LLC",NA,NA,NA,1,NA,NA
"8142","OH","Shelby","PAVILION CARE CENTER",NA,NA,NA,13,NA,NA
"8143","OH","Stark","ALTERCARE OF ALLIANCE CTR FOR REHAB & NC INC",NA,NA,NA,10,NA,NA
"8144","OH","Stark","ALTERCARE OF LOUISVILLE CTR FOR REHAB & NSG CARE",NA,NA,NA,1,NA,NA
"8145","OH","Stark","ASTORIA SKILLED NURSING AND REHABILITATION",NA,NA,NA,17,NA,NA
"8146","OH","Stark","CANTERBURY VILLA OF ALLIANCE",NA,NA,NA,21,NA,NA
"8147","OH","Stark","COUNTRY LAWN CTR FOR REHAB",NA,NA,NA,2,NA,NA
"8148","OH","Stark","GREEN MEADOWS HLTH & WELLNESS CTR",NA,NA,NA,8,NA,NA
"8149","OH","Stark","HALL OF FAME REHABILITATION AND NURSING CENTER",NA,NA,NA,1,NA,NA
"8150","OH","Stark","LAURELS OF MASSILLON, THE",NA,NA,NA,6,NA,NA
"8151","OH","Stark","MCCREA MANOR NSNG AND REHAB CTR LLC",NA,NA,NA,6,NA,NA
"8152","OH","Stark","MCKINLEY HEALTH CARE CTR  LLC",NA,NA,NA,5,NA,NA
"8153","OH","Summit","ARBORS AT FAIRLAWN THE",NA,NA,NA,11,1,NA
"8154","OH","Summit","BLUE STREAM REHAB AND NURSING",NA,NA,NA,1,NA,NA
"8155","OH","Summit","GREEN VILLAGE SKILLED NURSING & REHABILITATION LTD",NA,NA,NA,2,NA,NA
"8156","OH","Summit","HERITAGE OF HUDSON",NA,NA,NA,18,NA,NA
"8157","OH","Summit","PEBBLE CREEK",NA,NA,NA,1,NA,NA
"8158","OH","Summit","REGINA HEALTH CENTER",NA,NA,NA,10,NA,NA
"8159","OH","Summit","STOW GLEN HEALTH CARE CENTER",NA,NA,NA,15,NA,NA
"8160","OH","Summit","THE PINNACLE REHABILITATION AND NURSING CENTER",NA,NA,NA,2,1,NA
"8161","OH","Trumbull","AUTUMN HILLS CARE CENTER",NA,NA,NA,1,NA,39
"8162","OH","Trumbull","CONCORD CARE CENTER OF CORTLAND",NA,NA,NA,17,4,NA
"8163","OH","Trumbull","LIBERTY HEALTH CARE CENTER INC",NA,NA,NA,42,2,NA
"8164","OH","Trumbull","MEADOWBROOK MANOR",NA,NA,NA,11,2,NA
"8165","OH","Trumbull","O'BRIEN MEMORIAL HEALTH CARE C",NA,NA,NA,42,NA,NA
"8166","OH","Trumbull","OHIO LIVING LAKE VISTA",NA,NA,NA,1,NA,NA
"8167","OH","Trumbull","SHEPHERD OF THE VALLEY LIBERTY",NA,NA,NA,2,NA,NA
"8168","OH","Trumbull","WINDSOR HOUSE AT CHAMPION",NA,NA,NA,41,NA,NA
"8169","OH","Tuscarawas","CLAYMONT NURSING & REHABILITATION CENTER",NA,NA,NA,1,NA,NA
"8170","OH","Tuscarawas","HENNIS CARE CENTRE OF BOLIVAR",NA,NA,NA,22,NA,NA
"8171","OH","Tuscarawas","PARK VILLAGE HEALTH CARE CENTER INC",NA,NA,NA,5,NA,NA
"8172","OH","Van Wert","VAN WERT MANOR",NA,NA,NA,10,NA,NA
"8173","OH","Warren","CEDAR VILLAGE SENIOR LIVING",NA,NA,NA,11,NA,NA
"8174","OH","Warren","CEDARS OF LEBANON CARE CENTER",NA,NA,NA,1,NA,NA
"8175","OH","Warren","LEBANON CARE AND REHABILITATION",NA,NA,NA,1,NA,NA
"8176","OH","Warren","OTTERBEIN AT MAINEVILLE",NA,NA,NA,6,NA,NA
"8177","OH","Warren","OTTERBEIN LEBANON RETIREMENT COMMUNITY",NA,NA,NA,6,NA,NA
"8178","OH","Warren","OTTERBEIN MIDDLETOWN",NA,NA,NA,6,NA,NA
"8179","OH","Warren","OTTERBEIN SPRINGBORO",NA,NA,NA,6,NA,NA
"8180","OH","Wayne","AVENUE AT WOOSTER",NA,NA,NA,16,NA,NA
"8181","OH","Wayne","DOYLESTOWN HEALTH CARE CENTER",NA,NA,NA,42,1,NA
"8182","OH","Wayne","SMITHVILLE WESTERN CARE CENTER",NA,NA,NA,20,NA,NA
"8183","OH","Williams","WILLIAMS CO HILLSIDE COUNTRY L",NA,NA,NA,7,NA,NA
"8184","OH","Wood","OTTERBEIN PERRYSBURG",NA,NA,NA,6,NA,NA
"8185","OH","Wood","OTTERBEIN PORTAGE VALLEY",NA,NA,NA,6,NA,NA
"8186","OK","Beaver","BEAVER COUNTY NURSING HOME",NA,NA,NA,10,NA,NA
"8187","OK","Canadian","EL RENO POST-ACUTE REHABILITATION CENTER",NA,NA,NA,9,NA,NA
"8188","OK","Canadian","RANCHWOOD NURSING CENTER",NA,NA,NA,28,NA,NA
"8189","OK","Carter","WILSON NURSING CENTER",NA,NA,NA,4,NA,NA
"8190","OK","Cherokee","UNIVERSITY PARK SKILLED NURSING AND THERAPY MEMORY",NA,NA,NA,31,NA,NA
"8191","OK","Cleveland","HOLIDAY HEIGHTS HEALTHCARE",NA,NA,NA,1,NA,NA
"8192","OK","Cleveland","IGNITE MEDICAL RESORT NORMAN, LLC",NA,NA,NA,1,NA,NA
"8193","OK","Cotton","TEMPLE MANOR NURSING HOME",NA,NA,NA,12,1,NA
"8194","OK","Creek","ARBOR VILLAGE",NA,NA,NA,1,NA,NA
"8195","OK","Creek","THE GARDENS",NA,NA,NA,16,NA,NA
"8196","OK","Custer","CORN HERITAGE VILLAGE AND REHAB OF WEATHERFORD",NA,NA,NA,17,NA,NA
"8197","OK","Custer","RIVER VALLEY SKILLED NURSING AND THERAPY",NA,NA,NA,1,NA,NA
"8198","OK","Delaware","GRAND LAKE VILLA",NA,NA,NA,3,1,NA
"8199","OK","Harper","WESTERN SKILLED NURSING AND THERAPY",NA,NA,NA,1,NA,NA
"8200","OK","Hughes","HERITAGE VILLAGE NURSING HOME",NA,NA,NA,5,NA,NA
"8201","OK","Latimer","LATIMER NURSING HOME",NA,NA,NA,11,NA,NA
"8202","OK","Le Flore","TALIHINA MANOR",NA,NA,NA,1,NA,NA
"8203","OK","McCurtain","BROKEN BOW NURSING HOME",NA,NA,NA,5,NA,NA
"8204","OK","McCurtain","HILL NURSING HOME, INC.",NA,NA,NA,10,1,NA
"8205","OK","Muskogee","BROADWAY MANOR NURSING HOME",NA,NA,NA,1,NA,NA
"8206","OK","Muskogee","FORT GIBSON NURSING HOME",NA,NA,NA,1,NA,NA
"8207","OK","Nowata","NOWATA NURSING CENTER",NA,NA,NA,1,NA,NA
"8208","OK","Okfuskee","RAINBOW TERRACE CARE CENTER",NA,NA,NA,5,NA,NA
"8209","OK","Oklahoma","EDMOND HEALTH CARE CENTER",NA,NA,NA,9,NA,NA
"8210","OK","Oklahoma","HERITAGE AT BRANDON PLACE HEALTH & REHABILITATION",NA,NA,NA,1,NA,NA
"8211","OK","Oklahoma","HERITAGE MANOR",NA,NA,NA,1,NA,NA
"8212","OK","Oklahoma","KINGWOOD SKILLED NURSING AND THERAPY",NA,NA,NA,5,NA,NA
"8213","OK","Oklahoma","MID-DEL SKILLED NURSING AND THERAPY",NA,NA,NA,23,NA,NA
"8214","OK","Oklahoma","SIENNA EXTENDED CARE & REHAB",NA,NA,NA,1,NA,NA
"8215","OK","Oklahoma","SOUTH POINTE REHABILITATION AND CARE CENTER",NA,NA,NA,1,NA,NA
"8216","OK","Oklahoma","THE WILSHIRE SKILLED NURSING AND THERAPY",NA,NA,NA,3,NA,NA
"8217","OK","Oklahoma","THE WOLFE LIVING CENTER AT SUMMIT RIDGE",NA,NA,NA,3,NA,NA
"8218","OK","Oklahoma","WILDEWOOD SKILLED NURSING AND THERAPY",NA,NA,NA,8,NA,NA
"8219","OK","Okmulgee","FOUNTAIN VIEW MANOR, INC",NA,NA,NA,20,NA,NA
"8220","OK","Okmulgee","HENRYETTA COMMUNITY SKILLED HEALTHCARE & REHAB",NA,NA,NA,5,NA,NA
"8221","OK","Osage","FAIRFAX MANOR",NA,NA,NA,4,NA,NA
"8222","OK","Ottawa","EASTWOOD MANOR",NA,NA,NA,4,NA,NA
"8223","OK","Ottawa","FAMILY CARE CENTER OF FAIRLAND",NA,NA,NA,5,NA,NA
"8224","OK","Pontotoc","ADA CARE CENTER",NA,NA,NA,1,NA,NA
"8225","OK","Pontotoc","BALLARD NURSING CENTER",NA,NA,NA,3,NA,NA
"8226","OK","Pottawatomie","HERITAGE SKILLED NURSING AND THERAPY",NA,NA,NA,4,14,NA
"8227","OK","Pottawatomie","SHAWNEE CARE CENTER",NA,NA,NA,4,NA,NA
"8228","OK","Pushmataha","CHOCTAW NATION NURSING HOME",NA,NA,NA,11,NA,NA
"8229","OK","Rogers","CLAREMORE SKILLED NURSING AND THERAPY",NA,NA,NA,9,NA,NA
"8230","OK","Rogers","MEMORY CARE CENTER AT EMERALD",NA,NA,NA,16,NA,NA
"8231","OK","Tulsa","BROKEN ARROW NURSING HOME, INC",NA,NA,NA,2,NA,NA
"8232","OK","Tulsa","CEDARCREST CARE CENTER",NA,NA,NA,8,NA,NA
"8233","OK","Tulsa","NORTH COUNTY CENTER FOR NURSING AND REHABILITATION",NA,NA,NA,2,NA,NA
"8234","OK","Tulsa","WILDWOOD CARE CENTER, INC",NA,NA,NA,1,NA,NA
"8235","OK","Washington","FORREST MANOR NURSING CENTER",NA,NA,NA,15,NA,NA
"8236","OR","Clackamas","PEARL AT KRUSE WAY, THE",NA,NA,NA,5,NA,NA
"8237","OR","Clackamas","ROSE LINN CARE CENTER",NA,NA,NA,1,NA,NA
"8238","OR","Clatsop","CLATSOP CARE CENTER",NA,NA,NA,3,NA,NA
"8239","OR","Deschutes","PILOT BUTTE REHABILITATION CENTER",NA,NA,NA,1,1,NA
"8240","OR","Grant","BLUE MOUNTAIN CARE CENTER",NA,NA,NA,1,NA,NA
"8241","OR","Jackson","AVAMERE HEALTH SERVICES OF ROGUE VALLEY",NA,NA,NA,2,NA,NA
"8242","OR","Jackson","HEARTHSTONE NURSING & REHABILITATION CENTER",NA,NA,NA,1,NA,NA
"8243","OR","Lane","CASCADE MANOR",NA,NA,NA,15,16,NA
"8244","OR","Lincoln","AVAMERE REHABILITATION OF NEWPORT",NA,NA,NA,1,NA,NA
"8245","OR","Malheur","PIONEER NURSING HOME",NA,NA,NA,1,NA,NA
"8246","OR","Marion","AVAMERE COURT AT KEIZER",NA,NA,NA,16,12,NA
"8247","OR","Marion","THE OAKS AT SHERWOOD PARK",NA,NA,NA,1,NA,NA
"8248","PA","Allegheny","ASBURY HEALTH CENTER",NA,NA,NA,41,NA,NA
"8249","PA","Allegheny","LGAR HEALTH AND REHABILITATION",NA,NA,NA,4,NA,NA
"8250","PA","Allegheny","SOUTHWESTERN VETERANS CENTER",NA,NA,NA,9,NA,NA
"8251","PA","Allegheny","UPMC HERITAGE PLACE",NA,NA,NA,22,NA,NA
"8252","PA","Allegheny","UPMC MAGEE-WOMENS HOSPITAL TCU",NA,NA,NA,1,NA,NA
"8253","PA","Allegheny","WEXFORD HEALTHCARE CENTER",NA,NA,NA,1,NA,NA
"8254","PA","Beaver","BRIGHTON REHABILITATION AND WELLNESS CENTER",NA,NA,NA,1,NA,NA
"8255","PA","Blair","HOMEWOOD AT MARTINSBURG PA INC",NA,NA,NA,1,NA,NA
"8256","PA","Blair","PRESBYTERIAN HOMES-PRESBY",NA,NA,NA,1,NA,NA
"8257","PA","Bucks","MAJESTIC OAKS REHABILITATION AND NURSING CENTER",NA,NA,NA,5,NA,NA
"8258","PA","Butler","CRANBERRY PLACE",NA,NA,NA,8,NA,NA
"8259","PA","Butler","TRANSITIONS HEALTHCARE AUTUMN GROVE CARE CENTER",NA,NA,NA,18,NA,NA
"8260","PA","Columbia","BLOOMSBURG CARE CENTER AND REHABILITATION CENTER",NA,NA,NA,2,1,NA
"8261","PA","Columbia","GARDENS AT MILLVILLE, THE",NA,NA,NA,1,NA,NA
"8262","PA","Crawford","WESBURY UNITED METHODIST COMMU",NA,NA,NA,4,NA,NA
"8263","PA","Cumberland","SWAIM HEALTH CENTER",NA,NA,NA,4,1,NA
"8264","PA","Cumberland","THORNWALD HOME",NA,NA,NA,3,NA,NA
"8265","PA","Dauphin","FREY VILLAGE",NA,NA,NA,1,1,NA
"8266","PA","Dauphin","SPRING CREEK REHABILITATION AND NURSING CENTER",NA,NA,NA,4,NA,NA
"8267","PA","Lackawanna","SCRANTON HEALTH CARE CENTER",NA,NA,NA,4,NA,NA
"8268","PA","Lancaster","CALVARY FELLOWSHIP HOMES INC",NA,NA,NA,6,NA,NA
"8269","PA","Lancaster","MASONIC VILLAGE AT ELIZABETHTOWN",NA,NA,NA,13,NA,NA
"8270","PA","Lawrence","AVALON PLACE",NA,NA,NA,31,NA,NA
"8271","PA","Lawrence","HAVEN CONVALESCENT HOME, INC",NA,NA,NA,2,NA,NA
"8272","PA","Lebanon","SPANG CREST MANOR",NA,NA,NA,1,NA,NA
"8273","PA","Lebanon","STONERIDGE TOWNE CENTRE",NA,NA,NA,18,NA,NA
"8274","PA","Lycoming","MUNCY PLACE",NA,NA,NA,42,NA,NA
"8275","PA","Mercer","AVALON SPRINGS PLACE",NA,NA,NA,15,NA,NA
"8276","PA","Montgomery","KADIMA REHABILITATION & NURSING AT POTTSTOWN",NA,NA,NA,1,1,NA
"8277","PA","Montgomery","TOWNE MANOR EAST",NA,NA,NA,2,NA,NA
"8278","PA","Northampton","NORTHAMPTON COUNTY-GRACEDALE",NA,NA,NA,5,4,NA
"8279","PA","Philadelphia","DEER MEADOWS REHABILITATION CENTER",NA,NA,NA,1,NA,NA
"8280","PA","Philadelphia","LAUREL SQUARE HEALTHCARE AND REHABILITATION CENTER",NA,NA,NA,6,NA,NA
"8281","PA","Schuylkill","BROAD MOUNTAIN HEALTH AND REHABILITATION CENTER",NA,NA,NA,5,NA,NA
"8282","PA","Schuylkill","RIDGEVIEW HEALTHCARE & REHAB CENTER",NA,NA,NA,1,NA,NA
"8283","PA","Susquehanna","BARNES-KASSON COUNTY HOSPITAL",NA,NA,NA,1,NA,NA
"8284","PA","Venango","UPMC NORTHWEST TRANSITIONAL CARE UNIT",NA,NA,NA,1,NA,NA
"8285","PA","Westmoreland","MURRYSVILLE REHABILITATION AND WELLNESS CENTER",NA,NA,NA,1,NA,NA
"8286","PA","Westmoreland","REDSTONE HIGHLANDS HEALTH CARE",NA,NA,NA,1,NA,NA
"8287","PA","Wyoming","GARDENS AT TUNKHANNOCK, THE",NA,NA,NA,1,NA,NA
"8288","RI","Newport","ROYAL MIDDLETOWN NURSING CENTER",NA,NA,NA,2,NA,NA
"8289","RI","Providence","HOLIDAY RETIREMENT HOME INC",NA,NA,NA,1,NA,NA
"8290","RI","Providence","ORCHARD VIEW MANOR",NA,NA,NA,2,NA,NA
"8291","RI","Washington","ELDERWOOD OF SCALLOP SHELL AT WAKEFIELD",NA,NA,NA,9,NA,NA
"8292","RI","Washington","SOUTH COUNTY NURSING & REHABILITATION CENTER",NA,NA,NA,7,NA,NA
"8293","SC","Aiken","THE PLACE AT PEPPER HILL",NA,NA,NA,1,NA,NA
"8294","SC","Anderson","IVA REHABILITATION AND HEALTHCARE CENTER",NA,NA,NA,1,NA,NA
"8295","SC","Barnwell","PRUITTHEALTH-BARNWELL",NA,NA,NA,1,NA,NA
"8296","SC","Beaufort","FRASER HEALTH CENTER",NA,NA,NA,16,NA,NA
"8297","SC","Berkeley","LAKE MOULTRIE NURSING HOME",NA,NA,NA,1,NA,NA
"8298","SC","Charleston","LIFE CARE CENTER OF CHARLESTON",NA,NA,NA,13,NA,NA
"8299","SC","Darlington","MEDFORD NURSING CENTER",NA,NA,NA,1,NA,NA
"8300","SC","Darlington","OAKHAVEN NURSING CENTER",NA,NA,NA,1,NA,NA
"8301","SC","Dillon","PRUITTHEALTH- DILLON",NA,NA,NA,1,NA,NA
"8302","SC","Florence","COMMANDER NURSING CENTER",NA,NA,NA,7,NA,NA
"8303","SC","Greenville","MAGNOLIA PLACE - GREENVILLE",NA,NA,NA,3,NA,NA
"8304","SC","Horry","GRAND STRAND REHAB AND NURSING CENTER, LLC",NA,NA,NA,1,NA,NA
"8305","SC","Horry","PRUITTHEALTH-CONWAY AT CONWAY MEDICAL CENTER",NA,NA,NA,1,NA,NA
"8306","SC","Horry","THE RETREAT AT BRIGHTWATER",NA,NA,NA,1,NA,NA
"8307","SC","Lancaster","WHITE OAK MANOR - LANCASTER",NA,NA,NA,37,NA,NA
"8308","SC","Lexington","OPUS POST ACUTE REHABILITATION",NA,NA,NA,1,NA,NA
"8309","SC","Marlboro","DUNDEE MANOR, LLC",NA,NA,NA,22,NA,NA
"8310","SC","Orangeburg","THE METHODIST OAKS",NA,NA,NA,1,NA,NA
"8311","SC","Pickens","EASLEY PLACE-A CONTINUUM OF CARE COMMUNITY",NA,NA,NA,10,NA,NA
"8312","SC","Pickens","HERITAGE HEALTHCARE OF PICKENS",NA,NA,NA,1,NA,NA
"8313","SC","Richland","C M TUCKER JR NURSING CARE",NA,NA,NA,42,NA,NA
"8314","SC","Richland","C M TUCKER JR NURSING CARE CENTER  RODDEY PAVILIO",NA,NA,NA,42,NA,NA
"8315","SC","Richland","MAGNOLIA MANOR- COLUMBIA",NA,NA,NA,1,NA,NA
"8316","SC","Richland","PRUITTHEALTH- COLUMBIA",NA,NA,NA,1,NA,NA
"8317","SC","Richland","PRUITTHEALTH-BLYTHEWOOD",NA,NA,NA,1,NA,NA
"8318","SC","Saluda","SALUDA NURSING CENTER",NA,NA,NA,15,NA,NA
"8319","SC","Spartanburg","WHITE OAK AT NORTH GROVE INC",NA,NA,NA,19,NA,NA
"8320","SC","Spartanburg","WHITE OAK ESTATES",NA,NA,NA,25,NA,NA
"8321","SC","Spartanburg","WHITE OAK MANOR - SPARTANBURG",NA,NA,NA,22,NA,NA
"8322","SC","York","PRUITTHEALTH- ROCK HILL",NA,NA,NA,1,NA,NA
"8323","SC","York","ROCK HILL POST ACUTE CARE CENTER",NA,NA,NA,1,NA,NA
"8324","SD","Beadle","AVANTARA HURON",NA,NA,NA,1,NA,NA
"8325","SD","Brown","AVERA MOTHER JOSEPH MANOR RETIREMENT COMMUNITY",NA,NA,NA,1,NA,NA
"8326","SD","Brown","PRAIRIE HEIGHTS HEALTHCARE",NA,NA,NA,1,1,NA
"8327","SD","Butte","ROLLING HILLS HEALTHCARE",NA,NA,NA,2,NA,NA
"8328","SD","Codington","JENKIN'S LIVING CENTER",NA,NA,NA,1,NA,NA
"8329","SD","Day","BETHESDA HOME",NA,NA,NA,26,NA,NA
"8330","SD","Kingsbury","AVANTARA ARLINGTON",NA,NA,NA,1,NA,NA
"8331","SD","Pennington","CLARKSON HEALTH CARE",NA,NA,NA,2,NA,NA
"8332","SD","Pennington","WESTHILLS VILLAGE HEALTH CARE FACILITY",NA,NA,NA,2,NA,NA
"8333","SD","Turner","TIESZEN MEMORIAL HOME",NA,NA,NA,1,NA,NA
"8334","TN","Anderson","NHC HEALTHCARE, OAK RIDGE",NA,NA,NA,24,NA,NA
"8335","TN","Blount","ASBURY PLACE AT MARYVILLE",NA,NA,NA,1,NA,NA
"8336","TN","Cannon","WOODBURY HEALTH AND REHABILITATION CENTER",NA,NA,NA,6,1,NA
"8337","TN","Carroll","CHRISTIAN CARE CENTER OF MCKENZIE L L C",NA,NA,NA,12,NA,NA
"8338","TN","Carroll","LIFE CARE CENTER OF BRUCETON-HOLLOW ROCK",NA,NA,NA,2,2,NA
"8339","TN","Coffee","LIFE CARE CENTER OF TULLAHOMA",NA,NA,NA,7,6,NA
"8340","TN","Cumberland","WYNDRIDGE HEALTH AND REHAB CTR",NA,NA,NA,18,NA,NA
"8341","TN","Decatur","AHC WESTWOOD",NA,NA,NA,1,NA,NA
"8342","TN","Dyer","OAKWOOD COMMUNITY LIVING CENTER",NA,NA,NA,5,NA,NA
"8343","TN","Fayette","NHC HEALTHCARE, SOMERVILLE",NA,NA,NA,1,NA,NA
"8344","TN","Franklin","ELK RIVER HEALTH AND REHABILITATION OF WINCHESTER",NA,NA,NA,1,NA,NA
"8345","TN","Gibson","DOUGLAS HEALTH AND REHABILITATION",NA,NA,NA,13,NA,NA
"8346","TN","Greene","SIGNATURE HEALTHCARE OF GREENEVILLE",NA,NA,NA,1,NA,NA
"8347","TN","Jefferson","LIFE CARE CENTER OF JEFFERSON CITY",NA,NA,NA,12,1,NA
"8348","TN","Lauderdale","LAUDERDALE COMMUNITY LIVING CENTER",NA,NA,NA,1,NA,NA
"8349","TN","Lincoln","ELK RIVER HEALTH & REHABILITATION OF FAYETTEVILLE",NA,NA,NA,3,1,NA
"8350","TN","Marshall","NHC HEALTHCARE, LEWISBURG",NA,NA,NA,9,NA,NA
"8351","TN","Maury","LIFE CARE CENTER OF COLUMBIA",NA,NA,NA,1,NA,NA
"8352","TN","McMinn","ETOWAH HEALTH CARE CENTER",NA,NA,NA,1,NA,NA
"8353","TN","Polk","LIFE CARE CENTER OF COPPER BASIN",NA,NA,NA,1,NA,NA
"8354","TN","Rhea","LIFE CARE CENTER OF RHEA COUNTY",NA,NA,NA,15,NA,NA
"8355","TN","Robertson","THE WATERS OF SPRINGFIELD LLC",NA,NA,NA,3,NA,NA
"8356","TN","Robertson","WHITE HOUSE HEALTH CARE INC",NA,NA,NA,13,8,NA
"8357","TN","Scott","HUNTSVILLE HEALTH AND REHABILITATION",NA,NA,NA,2,NA,NA
"8358","TN","Scott","ONEIDA NURSING AND REHAB CENTER",NA,NA,NA,28,NA,NA
"8359","TN","Sevier","FORT SANDERS SEVIER NURSING HOME",NA,NA,NA,1,NA,NA
"8360","TN","Shelby","THE VILLAGE AT GERMANTOWN",NA,NA,NA,8,NA,NA
"8361","TN","Sullivan","NHC HEALTHCARE, KINGSPORT",NA,NA,NA,41,NA,NA
"8362","TN","Sullivan","WEXFORD HOUSE, THE",NA,NA,NA,1,NA,NA
"8363","TN","Sumner","GALLATIN HEALTH CARE CENTER, LLC",NA,NA,NA,2,NA,NA
"8364","TN","Washington","AGAPE NURSING AND REHABILITATION CENTER, LLC",NA,NA,NA,9,NA,NA
"8365","TN","Washington","THE WATERS OF JOHNSON CITY, LLC",NA,NA,NA,29,NA,NA
"8366","TN","Wayne","WAYNESBORO HEALTH AND REHABILITATION CENTER",NA,NA,NA,4,2,NA
"8367","TN","Williamson","GRACE HEALTHCARE OF FRANKLIN",NA,NA,NA,3,NA,NA
"8368","TN","Wilson","QUALITY CENTER FOR REHABILITATION AND HEALING LLC",NA,NA,NA,5,NA,NA
"8369","TX","Anderson","TRUCARE LIVING CENTERS",NA,NA,NA,9,NA,NA
"8370","TX","Angelina","SOUTHLAND REHABILITATION AND HEALTHCARE CENTER",NA,NA,NA,2,NA,NA
"8371","TX","Bastrop","SILVER PINES NURSING AND REHABILITATION CENTER",NA,NA,NA,4,NA,NA
"8372","TX","Bell","PARK PLACE MANOR INC",NA,NA,NA,1,1,NA
"8373","TX","Bell","WESTON INN NUSRING AND REHABILITATION",NA,NA,NA,1,NA,NA
"8374","TX","Bexar","HARBOR VALLEY HEALTH AND REHABILITATION",NA,NA,NA,9,NA,NA
"8375","TX","Bexar","REGENT CARE CENTER OAKWELL FARMS",NA,NA,NA,10,NA,NA
"8376","TX","Bexar","THE FORUM AT LINCOLN HEIGHTS",NA,NA,NA,1,NA,NA
"8377","TX","Bexar","WESTOVER HILLS REHABILITATION AND HEALTHCARE",NA,NA,NA,3,NA,NA
"8378","TX","Blanco","LBJ MEDICAL CENTER",NA,NA,NA,5,NA,NA
"8379","TX","Bowie","CORNERSTONE RETIREMENT COMMUNITY",NA,NA,NA,1,NA,NA
"8380","TX","Brown","CROSS COUNTRY HEALTHCARE CENTER",NA,NA,NA,2,NA,NA
