"","Provider.State","County","Provider.Name","WeeksofShortage_of_AD_by_Provider","WeeksofShortage_of_CS_by_Provider","WeeksofShortage_of_NS_by_Provider","WeeksofShortage_of_OS_by_Provider"
"7858","TX","Cameron","SPANISH MEADOWS",5,NA,NA,6
"7859","TX","Cameron","VERANDA REHABILITATION AND HEALTHCARE",2,2,2,2
"7860","TX","Cass","FOCUSED CARE AT LINDEN",5,1,1,1
"7861","TX","Cass","GOLDEN VILLA",19,1,20,13
"7862","TX","Cass","THE SPRINGS",5,NA,5,1
"7863","TX","Cherokee","LEGACY AT JACKSONVILLE",37,18,37,37
"7864","TX","Cherokee","THE ARBORS HEALTHCARE AND REHABILITATION CENTER",7,NA,7,7
"7865","TX","Cherokee","WELLS LTC PARTNERS INC",7,NA,NA,NA
"7866","TX","Clay","GRACE CARE CENTER OF HENRIETTA",19,NA,20,17
"7867","TX","Coleman","HOLIDAY HILL INC",4,1,2,1
"7868","TX","Collin","ACCEL AT WILLOW BEND",4,NA,NA,NA
"7869","TX","Collin","BAYBROOKE VILLAGE CARE AND REHAB CENTER",8,1,1,1
"7870","TX","Collin","COLLINWOOD CARE CENTER",17,NA,2,1
"7871","TX","Collin","FARMERSVILLE HEALTH AND REHABILITATION",6,4,6,4
"7872","TX","Collin","LANDMARK OF PLANO REHABILITATION AND NURSING CENTE",1,1,1,1
"7873","TX","Collin","LEXINGTON MEDICAL LODGE",1,1,1,1
"7874","TX","Collin","NORTH PARK HEALTH AND REHABILITATION CENTER",43,NA,NA,NA
"7875","TX","Collin","PARK MANOR OF MCKINNEY",1,1,1,1
"7876","TX","Collin","SETTLERS RIDGE CARE CENTER",1,NA,NA,NA
"7877","TX","Collin","STONEMERE REHABILITATION CENTER",1,1,1,1
"7878","TX","Collin","THE LEGACY AT WILLOW BEND",11,4,11,4
"7879","TX","Collin","THE PARK IN PLANO",4,NA,NA,NA
"7880","TX","Colorado","COLUMBUS OAKS HEALTHCARE COMMUNITY",1,NA,1,NA
"7881","TX","Colorado","PARKVIEW MANOR NURSING AND REHABILITATION",5,4,4,4
"7882","TX","Colorado","TRUCARE LIVING CENTERS-COLUMBUS",18,12,18,NA
"7883","TX","Comal","COLONIAL MANOR CARE CENTER",1,1,3,1
"7884","TX","Comal","EDEN HOME INC",2,NA,2,1
"7885","TX","Comal","KIRKWOOD MANOR",2,NA,NA,NA
"7886","TX","Comal","LEGEND OAKS HEALTHCARE AND REHABILITATION - NEW BR",1,2,1,1
"7887","TX","Comanche","WESTERN HILLS HEALTHCARE RESIDENCE",6,NA,3,1
"7888","TX","Concho","CONCHO HEALTH & REHABILITATION CENTER",1,NA,1,NA
"7889","TX","Cooke","GAINESVILLE CONVALESCENT CENTER",2,2,2,2
"7890","TX","Cooke","PECAN TREE REHAB AND HEALTHCARE CENTER",22,17,22,22
"7891","TX","Cooke","RENAISSANCE CARE CENTER",2,2,2,2
"7892","TX","Coryell","HILL COUNTRY REHAB AND NURSING CENTER",3,NA,NA,NA
"7893","TX","Coryell","THE MEADOWS",1,1,1,1
"7894","TX","Crane","CRANE NURSING & REHABILITATION CENTER",2,2,3,2
"7895","TX","Crockett","CROCKETT COUNTY CARE CENTER",3,NA,3,3
"7896","TX","Crosby","CROSBYTON NURSING AND REHABILITATION CENTER",6,2,2,3
"7897","TX","Crosby","RALLS NURSING HOME",13,7,15,9
"7898","TX","Dallas","AUTUMN LEAVES",22,2,6,11
"7899","TX","Dallas","BRENTWOOD PLACE FOUR",14,NA,NA,NA
"7900","TX","Dallas","BRENTWOOD PLACE ONE",17,NA,17,17
"7901","TX","Dallas","BRENTWOOD PLACE THREE",1,2,1,1
"7902","TX","Dallas","BRENTWOOD PLACE TWO",1,1,1,1
"7903","TX","Dallas","C C YOUNG MEMORIAL HOME",1,1,1,1
"7904","TX","Dallas","CEDAR HILL HEALTHCARE CENTER",19,17,19,19
"7905","TX","Dallas","CHEYENNE MEDICAL LODGE",17,NA,11,1
"7906","TX","Dallas","CHRISTIAN CARE CENTER",14,1,13,1
"7907","TX","Dallas","CONTINUING CARE AT HIGHLAND SPRINGS",8,2,7,3
"7908","TX","Dallas","CRYSTAL CREEK AT PRESTON HOLLOW",1,NA,NA,NA
"7909","TX","Dallas","DESOTO LTC PARTNERS, INC",1,NA,NA,NA
"7910","TX","Dallas","DIVERSICARE OF LAKE HIGHLANDS",23,1,23,19
"7911","TX","Dallas","FOUNDERS PLAZA NURSING & REHAB",18,1,11,13
"7912","TX","Dallas","GARLAND NURSING AND REHABILITATION LP",1,1,2,NA
"7913","TX","Dallas","GARNET HILL REHABILITATION AND SKILLED CARE",1,1,1,1
"7914","TX","Dallas","GOLDEN ACRES LIVING AND REHABILITATION CENTER",2,NA,1,NA
"7915","TX","Dallas","HEALTHCARE CENTER AT THE FORUM AT PARK LANE",1,1,1,1
"7916","TX","Dallas","HERITAGE AT TURNER PARK HEALTH & REHAB",19,18,19,19
"7917","TX","Dallas","LAKEWEST REHABILITATION AND SKILLED CARE",1,NA,1,1
"7918","TX","Dallas","LANCASTER LTC PARTNERS INC",6,1,8,1
"7919","TX","Dallas","LINDAN PARK CARE CENTER LP",1,NA,NA,1
"7920","TX","Dallas","MONARCH PAVILION REHABILITATION SUITES",16,NA,16,NA
"7921","TX","Dallas","ONPOINTE TRANSITIONAL CARE AT TEXAS HEALTH PRESBYT",3,NA,5,NA
"7922","TX","Dallas","PARK MANOR HEALTH CARE AND REHABILITATION",21,17,21,21
"7923","TX","Dallas","PRESBYTERIAN VILLAGE NORTH SPECIAL CARE CTR",1,1,NA,NA
"7924","TX","Dallas","SENIOR CARE BELTLINE",3,2,3,8
"7925","TX","Dallas","SENIOR CARE HEALTH AND REHABILITATION CENTER - DAL",2,NA,1,NA
"7926","TX","Dallas","SIMPSON PLACE",1,1,1,1
"7927","TX","Dallas","SKYLINE NURSING CENTER",1,1,1,1
"7928","TX","Dallas","SOUTH DALLAS NURSING & REHABILITATION",6,4,16,5
"7929","TX","Dallas","THE HIGHLANDS OF DALLAS",4,2,3,2
"7930","TX","Dallas","THE HILLCREST OF NORTH DALLAS",8,NA,8,NA
"7931","TX","Dallas","THE LENNWOOD NURSING AND REHABILITATION",2,1,1,2
"7932","TX","Dallas","THE PLAZA AT RICHARDSON",17,1,17,1
"7933","TX","Dallas","THE RENAISSANCE AT KESSLER PARK",3,NA,2,NA
"7934","TX","Dallas","THE VILLAGES OF DALLAS",1,1,1,1
"7935","TX","Dallas","THE VILLAGES ON MACARTHUR",1,1,1,1
"7936","TX","Dallas","TOWN EAST REHABILITATION AND HEALTHCARE CENTER",25,NA,21,2
"7937","TX","Dallas","TRAYMORE NURSING CENTER",2,2,2,2
"7938","TX","Dallas","TREEMONT HEALTHCARE AND REHABILITATION CENTER",3,1,3,2
"7939","TX","Dallas","VENTANA BY BUCKNER",2,2,2,2
"7940","TX","Dallas","VILLAGES OF LAKE HIGHLANDS",1,1,1,1
"7941","TX","Dallas","WALNUT PLACE",7,1,8,2
"7942","TX","Dallas","WESTRIDGE NURSING AND REHABILITATION LP",12,1,10,22
"7943","TX","Dallas","WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS",1,1,1,1
"7944","TX","Dallas","WINTERS PARK NURSING AND REHABILITATION CENTER",2,2,2,2
"7945","TX","Denton","BROOKHAVEN NURSING AND REHABILITATION CENTER",6,1,2,8
"7946","TX","Denton","CORINTH REHABILITATION SUITES ON THE PARKWAY",15,1,10,NA
"7947","TX","Denton","COTTONWOOD NURSING AND REHABILITATION LP",17,NA,17,14
"7948","TX","Denton","LONGMEADOW HEALTHCARE CENTER",29,NA,10,NA
"7949","TX","Denton","PILOT POINT CARE CENTER",1,NA,NA,NA
"7950","TX","Denton","RAMBLING OAKS COURTYARD EXTENSIVE CARE COMMUNITY",15,NA,14,NA
"7951","TX","Denton","REMARKABLE HEALTHCARE OF PRESTONWOOD",2,2,2,2
"7952","TX","Denton","SENIOR CARE HEALTH & REHABILITATION CENTER-DENTON",20,1,15,19
"7953","TX","Denton","VINTAGE HEALTH CARE CENTER",8,NA,8,3
"7954","TX","Denton","VISTA RIDGE NURSING & REHABILITATION CENTER",1,1,1,1
"7955","TX","DeWitt","STEVENS HEALTHCARE OF YOAKUM",2,NA,4,2
"7956","TX","DeWitt","WHISPERING OAKS REHAB & NURSING",12,NA,4,NA
"7957","TX","Donley","CLARENDON NURSING HOME",10,3,16,7
"7958","TX","Eastland","CISCO NURSING & REHABILITATION",4,NA,NA,2
"7959","TX","Eastland","RANGER CARE CENTER",1,1,1,1
"7960","TX","Ector","BUENA VIDA NURSING AND REHAB ODESSA",6,NA,6,NA
"7961","TX","Ector","DEERINGS NURSING AND REHABILITATION LP",6,NA,6,NA
"7962","TX","Ector","MADISON MEDICAL RESORT",1,1,1,1
"7963","TX","Ector","PARKS HEALTH CENTER",5,1,7,1
"7964","TX","Ector","SIENNA NURSING AND REHABILITATION",8,NA,8,6
"7965","TX","El Paso","AMBROSIO GUILLEN TEXAS STATE VETERANS HOME",2,NA,2,1
"7966","TX","El Paso","CIMARRON PARK NURSING AND REHABILITATION CENTER",1,1,2,2
"7967","TX","El Paso","EL PASO HEALTH & REHABILITATION CENTER",2,NA,2,1
"7968","TX","El Paso","GOOD SAMARITAN SOCIETY--WHITE ACRES",2,1,1,1
"7969","TX","El Paso","GRACE POINTE WELLNESS CENTER",3,1,1,1
"7970","TX","El Paso","LAS VENTANAS DE SOCORRO",3,3,3,3
"7971","TX","El Paso","LOS ARCOS DEL NORTE CARE CENTER",1,NA,NA,NA
"7972","TX","El Paso","MOUNTAIN VILLA NURSING CENTER",11,1,9,5
"7973","TX","El Paso","NAZARETH LIVING CARE CENTER",3,2,2,2
"7974","TX","El Paso","OASIS NURSING & REHABILITATION CENTER",5,NA,5,NA
"7975","TX","El Paso","PATRIOT REHABILITATION AND WELLNESS CENTER",3,1,1,2
"7976","TX","El Paso","PEBBLE CREEK NURSING CENTER",6,NA,6,NA
"7977","TX","El Paso","REGENT CARE CENTER OF EL PASO",6,1,6,1
"7978","TX","El Paso","THE BARTLETT SKILLED NURSING AND ASSISTED LIVING",1,NA,NA,NA
"7979","TX","El Paso","THE MONTEVISTA AT CORONADO",4,4,4,4
"7980","TX","El Paso","VISTA HILLS HEALTH CARE CENTER",20,4,18,7
"7981","TX","Ellis","ENNIS CARE CENTER",18,1,4,1
"7982","TX","Ellis","FOCUSED CARE OF WAXAHACHIE",10,NA,3,1
"7983","TX","Ellis","MIDLOTHIAN HEALTHCARE CENTER",28,1,21,5
"7984","TX","Ellis","PLEASANT MANOR HEALTHCARE REHABILITATION",1,1,1,NA
"7985","TX","Ellis","RED OAK HEALTH AND REHABILITATION CENTER",1,1,1,1
"7986","TX","Falls","GOLDEN YEARS NURSING AND REHABILITATION CENTER",15,NA,11,NA
"7987","TX","Falls","HERITAGE HOUSE NURSING AND REHABILITATION",6,NA,6,NA
"7988","TX","Fannin","CLYDE W COSPER TEXAS STATE VETERANS HOME",6,2,5,4
"7989","TX","Fannin","HONEY GROVE NURSING CENTER",31,NA,14,9
"7990","TX","Fannin","SEVEN OAKS NURSING AND REHABILITATION LP",20,NA,15,12
"7991","TX","Fayette","CARE INN OF LA GRANGE",12,NA,10,19
"7992","TX","Fayette","COLONIAL CARE CENTER",2,NA,1,2
"7993","TX","Fayette","OAK MANOR NURSING CENTER",5,3,5,4
"7994","TX","Fayette","SCHULENBURG REGENCY NURSING CENTER",4,NA,3,1
"7995","TX","Floyd","LOCKNEY HEALTH AND REHABILITATION CENTER",6,NA,6,1
"7996","TX","Fort Bend","BRAZOSVIEW HEALTHCARE CENTER",26,NA,4,NA
"7997","TX","Fort Bend","CAMBRIDGE HEALTH AND REHABILITATION CENTER",7,1,7,4
"7998","TX","Fort Bend","CHELSEA GARDENS",11,NA,3,7
"7999","TX","Fort Bend","FIRST COLONY HEALTH AND REHABILITATION CENTER",4,NA,NA,NA
"8000","TX","Fort Bend","OAK BEND MEDICAL CENTER",11,2,8,3
"8001","TX","Fort Bend","PARK MANOR OF QUAIL VALLEY",17,NA,17,NA
"8002","TX","Fort Bend","SPANISH MEADOWS NURSING & REHAB",1,1,1,1
"8003","TX","Fort Bend","SPJST REST HOME NO 2",4,1,3,4
"8004","TX","Fort Bend","THE MEDICAL RESORT AT SUGAR LAND",1,1,1,1
"8005","TX","Fort Bend","WINDSOR QUAIL VALLEY POST-ACUTE HEALTHCARE",1,NA,NA,NA
"8006","TX","Franklin","WILLOW CREEK HEALTHCARE CENTRE",11,7,11,11
"8007","TX","Freestone","FAIRVIEW HEALTHCARE RESIDENCE",4,NA,4,2
"8008","TX","Frio","PEARSALL NURSING AND REHABILITATION CENTER",2,NA,2,NA
"8009","TX","Gaines","MEMORIAL HEALTH CARE CENTER",1,1,1,2
"8010","TX","Galveston","BAYWIND VILLAGE SKILLED NURSING & REHAB",2,2,3,3
"8011","TX","Galveston","FRIENDSHIP HAVEN HEALTHCARE AND REHABILITATION CEN",1,1,1,1
"8012","TX","Galveston","GULF HEALTH CARE CENTER IN GALVESTON",16,16,16,16
"8013","TX","Galveston","REGENT CARE CENTER OF LEAGUE CITY",2,1,1,1
"8014","TX","Galveston","SEABREEZE NURSING AND REHABILITATION",11,NA,3,NA
"8015","TX","Galveston","THE MERIDIAN",1,1,1,1
"8016","TX","Galveston","THE PHOENIX POST-ACUTE",1,NA,NA,1
"8017","TX","Galveston","THE RESORT AT TEXAS CITY",22,1,20,18
"8018","TX","Galveston","THE RIO AT MAINLAND CENTER",17,NA,16,NA
"8019","TX","Gillespie","FREDERICKSBURG NURSING AND REHABILITATION LP",22,NA,5,2
"8020","TX","Gillespie","KNOPP HEALTHCARE AND REHAB CENTER INC",22,5,20,8
"8021","TX","Gillespie","KNOPP NURSING & REHAB CENTER INC",3,NA,4,NA
"8022","TX","Goliad","LA BAHIA NURSING AND REHABILITATION LP",6,2,2,2
"8023","TX","Gonzales","TEXAN NURSING & REHAB OF GONZALES",2,NA,4,2
"8024","TX","Grayson","CEDAR HOLLOW REHABILITATION CENTER",1,1,1,1
"8025","TX","Grayson","DENISON NURSING AND REHABILITATION LP",19,1,17,12
"8026","TX","Grayson","FOCUSED CARE AT SHERMAN",17,1,6,4
"8027","TX","Grayson","HOMESTEAD NURSING AND REHABILITATION OF COLLINSVIL",2,NA,NA,1
"8028","TX","Grayson","MEADOWBROOK CARE CENTER",17,NA,17,6
"8029","TX","Grayson","TEXOMA HEALTHCARE CENTER",4,NA,3,NA
"8030","TX","Grayson","THE HOMESTEAD OF DENISON",1,1,1,1
"8031","TX","Grayson","THE HOMESTEAD OF SHERMAN",17,NA,17,19
"8032","TX","Grayson","WHITESBORO HEALTH AND REHABILITATION CENTER",12,3,12,12
"8033","TX","Grayson","WOODLANDS PLACE REHABILITATION SUITES",2,2,2,2
"8034","TX","Gregg","ARBOR GRACE OF KILGORE",23,3,12,11
"8035","TX","Gregg","BUCKNER WESTMINSTER PLACE",5,1,6,1
"8036","TX","Gregg","HERITAGE AT LONGVIEW HEALTHCARE CENTER",32,17,31,31
"8037","TX","Gregg","HIGHLAND PINES NURSING HOME",13,NA,17,NA
"8038","TX","Gregg","LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER G",1,1,1,1
"8039","TX","Gregg","LONGVIEW HILL NURSING AND REHABILITATION CENTER",17,NA,13,NA
"8040","TX","Gregg","TRUMAN W SMITH CHILDREN'S CARE CENTER",1,1,1,1
"8041","TX","Gregg","WILLOW REHAB & NURSING",35,NA,14,NA
"8042","TX","Grimes","NAVASOTA NURSING AND REHABILITATION LP",5,NA,3,1
"8043","TX","Guadalupe","AUTUMN WINDS LIVING & REHABILITATION",5,NA,2,2
"8044","TX","Guadalupe","GUADALUPE VALLEY NURSING CENTER",18,NA,5,NA
"8045","TX","Guadalupe","SILVER TREE NURSING AND REHABILITATION CENTER",8,NA,8,NA
"8046","TX","Guadalupe","TRUCARE LIVING CENTERS - SELMA",29,11,17,1
"8047","TX","Guadalupe","WALNUT SPRINGS HEALTH AND REHABILITATION",2,NA,1,1
"8048","TX","Hale","PLAINVIEW HEALTHCARE CENTER",15,NA,12,NA
"8049","TX","Hale","PRAIRIE HOUSE LIVING CENTER",1,1,1,1
"8050","TX","Hall","MEMPHIS CONVALESCENT CENTER",5,NA,5,NA
"8051","TX","Hamilton","HICO NURSING AND REHABILITATION",6,NA,6,4
"8052","TX","Hansford","HANSFORD MANOR",1,NA,8,1
"8053","TX","Hardin","KOUNTZE NURSING CENTER",4,NA,NA,NA
"8054","TX","Hardin","PINE ARBOR",4,NA,NA,NA
"8055","TX","Hardin","SILSBEE OAKS HEALTH CARE LLP",18,1,10,18
"8056","TX","Harris","AFTON OAKS NURSING CENTER",14,1,12,10
"8057","TX","Harris","ARDEN PLACE",1,NA,2,NA
"8058","TX","Harris","ARDEN WOOD",1,1,1,2
"8059","TX","Harris","BAYOU MANOR",1,1,2,1
"8060","TX","Harris","BAYWOOD CROSSING REHABILITATION & HEALTHCARE CENTE",4,2,3,2
"8061","TX","Harris","BRIDGECREST REHABILITATION SUITES",6,NA,NA,NA
"8062","TX","Harris","BROOKDALE PLACE WILLOWBROOK",1,1,1,1
"8063","TX","Harris","CAPSTONE HEALTHCARE ESTATES AT VETERANS MEMORIAL",3,NA,3,1
"8064","TX","Harris","CAPSTONE HEALTHCARE ESTATES ON OREM",1,NA,1,NA
"8065","TX","Harris","CONTINUING CARE AT EAGLES TRACE",11,NA,11,NA
"8066","TX","Harris","COURTYARD NURSING AND REHABILITATION",21,6,21,6
"8067","TX","Harris","CYPRESS CREEK REHABILITATION AND HEALTHCARE CENTER",20,3,17,20
"8068","TX","Harris","DEERBROOK SKILLED NURSING AND REHAB CENTER",14,NA,17,NA
"8069","TX","Harris","FAITH MEMORIAL NURSING HOME",43,NA,19,NA
"8070","TX","Harris","FALL CREEK REHABILITATION AND HEALTHCARE CENTER",1,NA,NA,NA
"8071","TX","Harris","FOCUSED CARE AT ALLENBROOK",10,7,10,7
"8072","TX","Harris","FOCUSED CARE AT BAYTOWN",1,NA,NA,NA
"8073","TX","Harris","FOCUSED CARE AT BURNET BAY",3,2,3,2
"8074","TX","Harris","FOCUSED CARE AT WEBSTER",2,NA,NA,NA
"8075","TX","Harris","FOCUSED CARE AT WESTWOOD",3,3,2,2
"8076","TX","Harris","GALLERIA RESIDENCE AND REHABILITATION CENTER",15,NA,13,3
"8077","TX","Harris","GRACE CARE CENTER AT NORTHPOINTE",5,1,6,1
"8078","TX","Harris","GRACE CARE CENTER OF CYPRESS",3,1,2,1
"8079","TX","Harris","HOUSTON HEIGHTS HEALTHCARE CENTRE",9,NA,2,NA
"8080","TX","Harris","JACINTO NURSING & REHABILITATION CENTER, LLC",13,NA,10,3
"8081","TX","Harris","LAPORTE HEALTHCARE CENTER",1,1,1,1
"8082","TX","Harris","LAWRENCE STREET HEALTH CARE CENTER",4,1,2,1
"8083","TX","Harris","LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER -",1,NA,NA,NA
"8084","TX","Harris","MASON CREEK TRANSITIONAL CARE OF KATY",1,1,1,1
"8085","TX","Harris","MISSION CARE CENTERS-ALL SEASONS",25,13,26,14
"8086","TX","Harris","MISTY WILLOW HEALTHCARE AND REHABILITATION CENTER",4,2,5,2
"8087","TX","Harris","NORTHWEST HEALTH AND REHABILITATION CENTER",33,NA,11,NA
"8088","TX","Harris","OAKMONT HEALTHCARE AND REHABILITATION CENTER OF HU",18,2,9,7
"8089","TX","Harris","OAKMONT HEALTHCARE AND REHABILITATION CENTER OF KA",17,2,17,2
"8090","TX","Harris","PARK MANOR OF CYPRESS STATION",1,1,2,1
"8091","TX","Harris","PARK MANOR OF HUMBLE",6,NA,5,NA
"8092","TX","Harris","PASADENA CARE CENTER",29,NA,6,NA
"8093","TX","Harris","PATHWAYS MEMORY CARE AT VILLA TOSCANA",8,8,8,8
"8094","TX","Harris","REGENCY VILLAGE",2,NA,4,1
"8095","TX","Harris","REGENT CARE CENTER OF KINGWOOD",1,1,1,1
"8096","TX","Harris","ROLLINGBROOK REHABILITATION AND HEALTHCARE CENTER",10,NA,1,6
"8097","TX","Harris","SAN JACINTO MANOR",10,NA,6,NA
"8098","TX","Harris","SCC AT CLEAR BROOK CROSSING REHABILITATION AND HEA",1,NA,NA,NA
"8099","TX","Harris","SEVEN ACRES JEWISH SENIOR CARE SERVICES, INC",12,1,13,11
"8100","TX","Harris","SHARPVIEW RESIDENCE AND REHABILITATION CENTER",11,2,7,3
"8101","TX","Harris","ST DOMINIC VILLAGE NURSING HOME",5,2,2,2
"8102","TX","Harris","ST JAMES HOUSE OF BAYTOWN",22,1,21,1
"8103","TX","Harris","STERLING OAKS REHABILITATION",4,NA,4,NA
"8104","TX","Harris","TERRA BELLA HEALTH AND WELLNESS SUITES",8,5,6,5
"8105","TX","Harris","TEXAS INSTITUTE FOR CLINICALLY COMPLEX CARE",6,NA,6,4
"8106","TX","Harris","THE FORUM AT MEMORIAL WOODS HEALTHCARE CENTER",1,1,1,1
"8107","TX","Harris","THE GRACE CARE CENTER OF KATY",1,1,1,1
"8108","TX","Harris","THE HALLMARK",1,1,1,1
"8109","TX","Harris","THE MEDICAL RESORT AT WILLOWBROOK",1,1,1,1
"8110","TX","Harris","THE METHODIST HOSPITAL SNF",1,1,1,1
"8111","TX","Harris","THE VOSSWOOD NURSING CENTER",1,1,1,1
"8112","TX","Harris","THE WESTBURY PLACE",5,NA,9,NA
"8113","TX","Harris","TOMBALL REHAB & NURSING",11,2,11,4
"8114","TX","Harris","VIBRALIFE OF KATY REHABILITATION CENTER",6,NA,7,5
"8115","TX","Harris","VILLA TOSCANA AT CYPRESS WOODS",16,1,16,10
"8116","TX","Harris","VISTA NURSING AND REHABILITATION CENTER",17,NA,11,13
"8117","TX","Harris","WEST HOUSTON REHABILITATION AND HEALTHCARE CENTER",1,1,1,1
"8118","TX","Harris","WINDSOR HOUSTON",1,1,1,1
"8119","TX","Harris","WOODWIND LAKES HEALTH AND REHABILITATION CENTER",11,NA,3,1
"8120","TX","Harrison","HERITAGE HOUSE OF MARSHALL HEALTH & REHABILITATION",20,17,20,20
"8121","TX","Harrison","MARSHALL MANOR NURSING & REHABILITATION CENTER",17,NA,17,11
"8122","TX","Harrison","MARSHALL MANOR WEST",17,NA,17,17
"8123","TX","Hays","ADVENTHEALTH CARE CENTER SAN MARCOS",5,1,5,5
"8124","TX","Hays","CYPRESS HEALTHCARE AND REHABILITATION CENTER",2,1,2,1
"8125","TX","Hays","DEER CREEK OF WIMBERLEY",2,NA,2,NA
"8126","TX","Hays","LEGEND OAKS HEALTHCARE AND REHABILITATION-KYLE",4,NA,NA,3
"8127","TX","Hemphill","EDWARD ABRAHAM MEMORIAL HOME",7,1,10,3
"8128","TX","Henderson","ADVANCED REHABILITATION AND HEALTHCARE OF ATHENS",39,NA,23,18
"8129","TX","Henderson","CEDAR LAKE NURSING HOME",13,NA,11,NA
"8130","TX","Henderson","CHANDLER NURSING CENTER",16,3,7,7
"8131","TX","Henderson","SOUTH PLACE REHABILITATION AND SKILLED NURSING",16,NA,10,17
"8132","TX","Hidalgo","BRIARCLIFF NURSING AND REHABILITATION CENTER",10,1,1,1
"8133","TX","Hidalgo","EDINBURG NURSING AND REHABILITATION CENTER",7,3,5,3
"8134","TX","Hidalgo","GRAND TERRACE REHABILITATION AND HEALTHCARE",3,NA,2,NA
"8135","TX","Hidalgo","LAS PALMAS HEALTHCARE CENTER",4,NA,4,NA
"8136","TX","Hidalgo","MISSION VALLEY NURSING AND TRANSITIONAL CARE",5,NA,1,8
"8137","TX","Hidalgo","ORCHARD PARK POST ACUTE NURSING AND REHABILITATION",16,NA,NA,NA
"8138","TX","Hidalgo","RETAMA MANOR NURSING CENTER/EDINBURG",21,NA,10,NA
"8139","TX","Hidalgo","RETAMA MANOR NURSING CENTER/MCALLEN",27,NA,2,NA
"8140","TX","Hidalgo","SAN JUAN NURSING HOME INC",4,NA,6,2
"8141","TX","Hidalgo","VILLAGE HEALTHCARE AND REHABILITATION",1,1,1,1
"8142","TX","Hidalgo","WESLACO NURSING AND REHABILITATION CENTER",1,1,1,1
"8143","TX","Hidalgo","WINDSOR ARBOR VIEW",9,NA,2,1
"8144","TX","Hill","HOMESTEAD NURSING AND REHABILITATION OF HILLSBORO",11,NA,10,11
"8145","TX","Hill","TOWN HALL ESTATES WHITNEY INC",18,1,10,7
"8146","TX","Hockley","LYNWOOD NURSING AND REHABILITATION LP",3,NA,2,2
"8147","TX","Hood","GRANBURY CARE CENTER",2,NA,3,NA
"8148","TX","Hood","GRANBURY REHAB & NURSING",19,NA,9,1
"8149","TX","Hood","TRINITY NURSING AND REHABILITATION OF GRANBURY LP",2,NA,1,NA
"8150","TX","Hopkins","CARRIAGE HOUSE MANOR",2,NA,7,1
"8151","TX","Hopkins","SULPHUR SPRINGS HEALTH AND REHABILITATION",5,2,18,2
"8152","TX","Hopkins","SUNNY SPRINGS NURSING & REHAB",1,1,1,1
"8153","TX","Houston","COMMUNITY CARE CENTER OF CROCKETT",3,NA,1,NA
"8154","TX","Houston","WINFIELD REHAB & NURSING",17,NA,12,1
"8155","TX","Howard","BIG SPRING CENTER FOR SKILLED CARE",6,NA,6,NA
"8156","TX","Howard","PARKVIEW NURSING AND REHABILITATION CENTER",2,2,2,2
"8157","TX","Hunt","BRIARCLIFF HEALTH CENTER OF GREENVILLE INC",11,NA,3,2
"8158","TX","Hunt","GREENVILLE GARDENS",1,1,1,1
"8159","TX","Hunt","GREENVILLE HEALTH & REHABILITATION CENTER",5,NA,7,2
"8160","TX","Jack","JACKSBORO HEALTHCARE CENTER",2,NA,2,10
"8161","TX","Jackson","GANADO NURSING AND REHABILITATION CENTER",16,1,16,11
"8162","TX","Jackson","SOUTHBROOKE MANOR NURSING AND REHABILITATION CENTE",3,2,3,2
"8163","TX","Jasper","AVALON PLACE KIRBYVILLE",20,18,20,20
"8164","TX","Jasper","RAYBURN HEALTH CARE & REHABILITATION",1,NA,1,NA
"8165","TX","Jasper","TIMBERIDGE NURSING AND REHABILITATION CENTER",2,NA,3,NA
"8166","TX","Jefferson","ARDEN PLACE OF BEAUMONT",28,3,7,3
"8167","TX","Jefferson","BEAUMONT HEALTH CARE CENTER",17,NA,17,1
"8168","TX","Jefferson","CLAIRMONT BEAUMONT",2,NA,2,NA
"8169","TX","Jefferson","COLLEGE STREET HEALTH CARE CENTER",2,1,2,1
"8170","TX","Jefferson","FOCUSED CARE AT SUMMER PLACE",5,NA,5,NA
"8171","TX","Jefferson","GULF HEALTHCARE CENTER - PORT ARTHUR",19,17,19,19
"8172","TX","Jefferson","JEFFERSON NURSING AND REHABILITATION CENTER",5,NA,5,NA
"8173","TX","Jefferson","SENIOR REHABILITATION & SKILLED NURSING CENTER",21,17,22,21
"8174","TX","Jim Wells","RETAMA MANOR NURSING CENTER/ALICE",11,NA,4,NA
"8175","TX","Jim Wells","THE PREMIER SNF OF ALICE LLC",1,NA,NA,NA
"8176","TX","Johnson","ALVARADO LTC PARTNERS INC",2,2,2,2
"8177","TX","Johnson","COLONIAL MANOR NURSING CENTER",11,NA,3,NA
"8178","TX","Johnson","GRANDVIEW NURSING AND REHABILITATION CENTER",2,2,2,2
"8179","TX","Johnson","HERITAGE TRAILS NURSING AND REHABILITATION CENTER",4,NA,1,NA
"8180","TX","Johnson","HUGULEY NURSING & REHAB CENTER",1,NA,NA,1
"8181","TX","Johnson","RIDGEVIEW REHABILITATION AND SKILLED NURSING",16,2,13,13
"8182","TX","Johnson","TRINITY NURSING AND REHABILITATION OF BURLESON LP",1,1,1,1
"8183","TX","Jones","STAMFORD RESIDENCE AND REHABILITATION CENTER",1,1,1,1
