"","Provider.State","County","Provider.Name","Number_of_Available_Beds_by_Provider","Number.of.Ventilators.in.Facility_1","Number.of.Ventilators.in.Use.for.COVID.19_1","Ratio_of_available_vt"
"13193","TX","Dallas","CEDAR HILL HEALTHCARE CENTER",1391,NA,NA,NA
"13194","TX","Dallas","CHEYENNE MEDICAL LODGE",3035,NA,NA,NA
"13195","TX","Dallas","CHRISTIAN CARE CENTER",4413,NA,NA,NA
"13196","TX","Dallas","CONTINUING CARE AT HIGHLAND SPRINGS",599,NA,NA,NA
"13197","TX","Dallas","COTTONWOOD CREEK HEALTHCARE COMMUNITY",2029,NA,NA,NA
"13198","TX","Dallas","CRESTVIEW COURT",2615,NA,NA,NA
"13199","TX","Dallas","CRYSTAL CREEK AT PRESTON HOLLOW",1293,NA,NA,NA
"13200","TX","Dallas","DESOTO LTC PARTNERS, INC",3360,NA,NA,NA
"13201","TX","Dallas","DIVERSICARE OF LAKE HIGHLANDS",5541,NA,NA,NA
"13202","TX","Dallas","DUNCANVILLE HEALTHCARE AND REHABILITATION CENTER",2041,NA,NA,NA
"13203","TX","Dallas","EDGEWOOD REHABILITATION AND CARE CENTER",3422,NA,NA,NA
"13204","TX","Dallas","FOUNDERS PLAZA NURSING & REHAB",1435,NA,NA,NA
"13205","TX","Dallas","GARLAND NURSING AND REHABILITATION LP",2362,NA,NA,NA
"13206","TX","Dallas","GARNET HILL REHABILITATION AND SKILLED CARE",861,NA,NA,NA
"13207","TX","Dallas","GOLDEN ACRES LIVING AND REHABILITATION CENTER",4951,NA,NA,NA
"13208","TX","Dallas","HEALTHCARE CENTER AT THE FORUM AT PARK LANE",2719,NA,NA,NA
"13209","TX","Dallas","HERITAGE AT TURNER PARK HEALTH & REHAB",3057,NA,NA,NA
"13210","TX","Dallas","HERITAGE GARDENS REHABILITATION AND HEALTHCARE",4068,NA,NA,NA
"13211","TX","Dallas","IRVING NURSING AND REHABILITATION",1903,NA,NA,NA
"13212","TX","Dallas","LAKEWEST REHABILITATION AND SKILLED CARE",1614,NA,NA,NA
"13213","TX","Dallas","LANCASTER LTC PARTNERS INC",2884,NA,NA,NA
"13214","TX","Dallas","LAS BRISAS REHABILITATION AND WELLNESS SUITES",3216,NA,NA,NA
"13215","TX","Dallas","LE REVE REHABILITATION & MEMORY CARE",3750,NA,NA,NA
"13216","TX","Dallas","LEGEND OAKS HEALTHCARE AND REHABILITATION GARLAND",2002,NA,NA,NA
"13217","TX","Dallas","LINDAN PARK CARE CENTER LP",3341,NA,NA,NA
"13218","TX","Dallas","MESQUITE TREE NURSING CENTER",2821,NA,NA,NA
"13219","TX","Dallas","MESQUITE VILLAGE HEALTHCARE CENTRE",4142,NA,NA,NA
"13220","TX","Dallas","MILLBROOK HEALTHCARE AND REHABILITATION CENTER",2553,NA,NA,NA
"13221","TX","Dallas","MONARCH PAVILION REHABILITATION SUITES",3669,NA,NA,NA
"13222","TX","Dallas","ONPOINTE TRANSITIONAL CARE AT TEXAS HEALTH PRESBYT",1164,NA,NA,NA
"13223","TX","Dallas","PALOMINO PLACE",1896,NA,NA,NA
"13224","TX","Dallas","PARK MANOR HEALTH CARE AND REHABILITATION",3036,NA,NA,NA
"13225","TX","Dallas","PEARL NORDAN CARE CENTER - NURSING",-1337,NA,NA,NA
"13226","TX","Dallas","PLEASANT VALLEY HEALTHCARE AND REHABILITATION CENT",2102,NA,NA,NA
"13227","TX","Dallas","PRESBYTERIAN VILLAGE NORTH SPECIAL CARE CTR",4420,NA,NA,NA
"13228","TX","Dallas","REMARKABLE HEALTHCARE OF DALLAS, LP",4120,NA,NA,NA
"13229","TX","Dallas","REMINGTON TRANSITIONAL CARE OF RICHARDSON",1587,NA,NA,NA
"13230","TX","Dallas","ROWLETT HEALTH AND REHABILITATION CENTER",1741,NA,NA,NA
"13231","TX","Dallas","SAN REMO",1643,NA,NA,NA
"13232","TX","Dallas","SANDY LAKE REHABILITATION AND CARE CENTER",1453,NA,NA,NA
"13233","TX","Dallas","SENIOR CARE BELTLINE",2869,NA,NA,NA
"13234","TX","Dallas","SENIOR CARE HEALTH AND REHABILITATION CENTER - DAL",2675,NA,NA,NA
"13235","TX","Dallas","SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY",4087,NA,NA,NA
"13236","TX","Dallas","SIMPSON PLACE",496,NA,NA,NA
"13237","TX","Dallas","SKYLINE NURSING CENTER",2491,NA,NA,NA
"13238","TX","Dallas","SOUTH DALLAS NURSING & REHABILITATION",1508,NA,NA,NA
"13239","TX","Dallas","THE HIGHLANDS OF DALLAS",1027,NA,NA,NA
"13240","TX","Dallas","THE HILLCREST OF NORTH DALLAS",2087,NA,NA,NA
"13241","TX","Dallas","THE LAURENWOOD NURSING AND REHABILITATION",1463,NA,NA,NA
"13242","TX","Dallas","THE LENNWOOD NURSING AND REHABILITATION",2847,NA,NA,NA
"13243","TX","Dallas","THE MADISON ON MARSH",2613,NA,NA,NA
"13244","TX","Dallas","THE MANOR AT SEAGOVILLE",1669,NA,NA,NA
"13245","TX","Dallas","THE MEADOWS HEALTH AND REHABILITATION CENTER",3984,NA,NA,NA
"13246","TX","Dallas","THE PLAZA AT EDGEMERE HEALTH CARE",1932,NA,NA,NA
"13247","TX","Dallas","THE PLAZA AT RICHARDSON",2478,NA,NA,NA
"13248","TX","Dallas","THE REHABILITATION & WELLNESS CENTRE OF DALLAS LLC",2520,NA,NA,NA
"13249","TX","Dallas","THE RENAISSANCE AT KESSLER PARK",2408,NA,NA,NA
"13250","TX","Dallas","THE RESERVE AT RICHARDSON",3225,NA,NA,NA
"13251","TX","Dallas","THE VILLA AT MOUNTAIN VIEW",1405,NA,NA,NA
"13252","TX","Dallas","THE VILLAGE AT RICHARDSON",7745,NA,NA,NA
"13253","TX","Dallas","THE VILLAGES OF DALLAS",2562,NA,NA,NA
"13254","TX","Dallas","THE VILLAGES ON MACARTHUR",763,NA,NA,NA
"13255","TX","Dallas","TOWN EAST REHABILITATION AND HEALTHCARE CENTER",3038,NA,NA,NA
"13256","TX","Dallas","TRAYMORE NURSING CENTER",3358,NA,NA,NA
"13257","TX","Dallas","TREEMONT HEALTHCARE AND REHABILITATION CENTER",2645,NA,NA,NA
"13258","TX","Dallas","VENTANA BY BUCKNER",2754,NA,NA,NA
"13259","TX","Dallas","VILLAGES OF LAKE HIGHLANDS",1425,NA,NA,NA
"13260","TX","Dallas","WALNUT PLACE",4534,NA,NA,NA
"13261","TX","Dallas","WESTRIDGE NURSING AND REHABILITATION LP",2640,NA,NA,NA
"13262","TX","Dallas","WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS",2993,NA,NA,NA
"13263","TX","Dallas","WILLOWBEND NURSING AND REHABILITATION CENTER",2014,NA,NA,NA
"13264","TX","Dallas","WINDSOR GARDENS",2097,NA,NA,NA
"13265","TX","Dallas","WINTERS PARK NURSING AND REHABILITATION CENTER",3238,NA,NA,NA
"13266","TX","Dawson","FOCUSED CARE AT LAMESA",1976,NA,NA,NA
"13267","TX","Deaf Smith","HEREFORD NURSING & REHABILITATION",2638,NA,NA,NA
"13268","TX","Delta","BIRCHWOOD NURSING AND REHABILITATION LP",2104,NA,NA,NA
"13269","TX","Denton","BROOKHAVEN NURSING AND REHABILITATION CENTER",4058,NA,NA,NA
"13270","TX","Denton","CORINTH REHABILITATION SUITES ON THE PARKWAY",2670,NA,NA,NA
"13271","TX","Denton","COTTONWOOD NURSING AND REHABILITATION LP",1193,NA,NA,NA
"13272","TX","Denton","COUNTRYSIDE NURSING AND REHABILITATION LP",1984,NA,NA,NA
"13273","TX","Denton","CROSS TIMBERS REHABILITATION AND HEALTHCARE CENTER",1734,NA,NA,NA
"13274","TX","Denton","DENTON REHABILITATION AND NURSING CENTER",5797,NA,NA,NA
"13275","TX","Denton","GOOD SAMARITAN SOCIETY-DENTON VILLAGE",701,NA,NA,NA
"13276","TX","Denton","GOOD SAMARITAN SOCIETY -- LAKE FOREST VILLAGE",363,NA,NA,NA
"13277","TX","Denton","HOLLYMEAD",1862,NA,NA,NA
"13278","TX","Denton","LAKE VILLAGE NURSING AND REHABILITATION CENTER",1238,NA,NA,NA
"13279","TX","Denton","LONGMEADOW HEALTHCARE CENTER",648,NA,NA,NA
"13280","TX","Denton","PILOT POINT CARE CENTER",465,NA,NA,NA
"13281","TX","Denton","PRESTONWOOD REHABILITATION & NURSING CENTER INC",2602,NA,NA,NA
"13282","TX","Denton","RAMBLING OAKS COURTYARD EXTENSIVE CARE COMMUNITY",1477,NA,NA,NA
"13283","TX","Denton","REMARKABLE HEALTHCARE OF PRESTONWOOD",2837,NA,NA,NA
"13284","TX","Denton","SENIOR CARE HEALTH & REHABILITATION CENTER-DENTON",2770,NA,NA,NA
"13285","TX","Denton","VINTAGE HEALTH CARE CENTER",1850,NA,NA,NA
"13286","TX","Denton","VISTA RIDGE NURSING & REHABILITATION CENTER",2390,NA,NA,NA
"13287","TX","DeWitt","CUERO NURSING AND REHABILITATION CENTER",1979,NA,NA,NA
"13288","TX","DeWitt","STEVENS HEALTHCARE OF YOAKUM",2347,NA,NA,NA
"13289","TX","DeWitt","WHISPERING OAKS REHAB & NURSING",2249,NA,NA,NA
"13290","TX","DeWitt","YORKTOWN NURSING AND REHABILITATION CENTER",1609,NA,NA,NA
"13291","TX","Dimmit","CARRIZO SPRINGS NURSING AND REHABILITATION LP",920,NA,NA,NA
"13292","TX","Donley","CLARENDON NURSING HOME",343,NA,NA,NA
"13293","TX","Duval","LA PALOMA NURSING CENTER",1695,NA,NA,NA
"13294","TX","Eastland","CISCO NURSING & REHABILITATION",1903,NA,NA,NA
"13295","TX","Eastland","EASTLAND NURSING & REHABILITATION",2411,NA,NA,NA
"13296","TX","Eastland","RANGER CARE CENTER",1946,NA,NA,NA
"13297","TX","Eastland","RISING STAR NURSING CENTER",1303,NA,NA,NA
"13298","TX","Ector","BUENA VIDA NURSING AND REHAB ODESSA",2080,NA,NA,NA
"13299","TX","Ector","DEERINGS NURSING AND REHABILITATION LP",2002,NA,NA,NA
"13300","TX","Ector","MADISON MEDICAL RESORT",1094,NA,NA,NA
"13301","TX","Ector","PARKS HEALTH CENTER",1483,NA,NA,NA
"13302","TX","Ector","SEABURY NURSING & REHABILITATION",1238,NA,NA,NA
"13303","TX","Ector","SIENNA NURSING AND REHABILITATION",2818,NA,NA,NA
"13304","TX","El Paso","AMBROSIO GUILLEN TEXAS STATE VETERANS HOME",1294,NA,NA,NA
"13305","TX","El Paso","CIMARRON PARK NURSING AND REHABILITATION CENTER",2047,NA,NA,NA
"13306","TX","El Paso","EL PASO HEALTH & REHABILITATION CENTER",3051,NA,NA,NA
"13307","TX","El Paso","FRANKLIN HEIGHTS NURSING & REHABILITATION",1662,NA,NA,NA
"13308","TX","El Paso","GOOD SAMARITAN SOCIETY--WHITE ACRES",1144,NA,NA,NA
"13309","TX","El Paso","GRACE POINTE WELLNESS CENTER",4534,NA,NA,NA
"13310","TX","El Paso","LAS VENTANAS DE SOCORRO",2148,NA,NA,NA
"13311","TX","El Paso","LOS ARCOS DEL NORTE CARE CENTER",1574,NA,NA,NA
"13312","TX","El Paso","MOUNTAIN VIEW HEALTH & REHABILITATION",3346,NA,NA,NA
"13313","TX","El Paso","MOUNTAIN VILLA NURSING CENTER",310,NA,NA,NA
"13314","TX","El Paso","NAZARETH LIVING CARE CENTER",778,NA,NA,NA
"13315","TX","El Paso","OASIS NURSING & REHABILITATION CENTER",1972,NA,NA,NA
"13316","TX","El Paso","PATRIOT REHABILITATION AND WELLNESS CENTER",3805,NA,NA,NA
"13317","TX","El Paso","PEBBLE CREEK NURSING CENTER",1622,NA,NA,NA
"13318","TX","El Paso","REGENT CARE CENTER OF EL PASO",2474,NA,NA,NA
"13319","TX","El Paso","ST GILES NURSING AND REHABILITATION CENTER",1666,NA,NA,NA
"13320","TX","El Paso","ST. TERESA NURSING AND REHABILITATION CENTER",1480,946,4,0.004
"13321","TX","El Paso","THE BARTLETT SKILLED NURSING AND ASSISTED LIVING",530,NA,NA,NA
"13322","TX","El Paso","THE MONTEVISTA AT CORONADO",1468,NA,NA,NA
"13323","TX","El Paso","VIBRALIFE OF EL PASO REHABILITATION CENTER",1403,NA,NA,NA
"13324","TX","El Paso","VISTA HILLS HEALTH CARE CENTER",1418,NA,NA,NA
"13325","TX","Ellis","ENNIS CARE CENTER",3311,NA,NA,NA
"13326","TX","Ellis","FOCUSED CARE OF WAXAHACHIE",3713,NA,NA,NA
"13327","TX","Ellis","LEGEND OAKS HEALTHCARE AND REHABILITATION - ENNIS",1956,NA,NA,NA
"13328","TX","Ellis","LEGEND OAKS HEALTHCARE AND REHABILITATION -WAXAHAC",1766,NA,NA,NA
"13329","TX","Ellis","MIDLOTHIAN HEALTHCARE CENTER",951,NA,NA,NA
"13330","TX","Ellis","PLEASANT MANOR HEALTHCARE REHABILITATION",3002,NA,NA,NA
"13331","TX","Ellis","RED OAK HEALTH AND REHABILITATION CENTER",1273,NA,NA,NA
"13332","TX","Ellis","RENAISSANCE REHABILITATION AND HEALTHCARE CENTER",1444,NA,NA,NA
"13333","TX","Erath","MULBERRY MANOR",1003,NA,NA,NA
"13334","TX","Erath","SENIOR CARE AT STEPHENVILLE",1501,NA,NA,NA
"13335","TX","Erath","STEPHENVILLE NURSING AND REHABILITATION",509,NA,NA,NA
"13336","TX","Falls","GOLDEN YEARS NURSING AND REHABILITATION CENTER",2460,NA,NA,NA
"13337","TX","Falls","HERITAGE HOUSE NURSING AND REHABILITATION",3091,NA,NA,NA
"13338","TX","Fannin","BONHAM NURSING AND REHABILITATION LP",1280,NA,NA,NA
"13339","TX","Fannin","CLYDE W COSPER TEXAS STATE VETERANS HOME",2020,NA,NA,NA
"13340","TX","Fannin","HONEY GROVE NURSING CENTER",2745,NA,NA,NA
"13341","TX","Fannin","LEONARD MANOR NURSING AND REHABILITATION LP",1006,NA,NA,NA
"13342","TX","Fannin","MULLICAN CARE CENTER",2211,NA,NA,NA
"13343","TX","Fannin","SEVEN OAKS NURSING AND REHABILITATION LP",2338,NA,NA,NA
"13344","TX","Fayette","CARE INN OF LA GRANGE",2490,NA,NA,NA
"13345","TX","Fayette","COLONIAL CARE CENTER",1147,NA,NA,NA
"13346","TX","Fayette","MONUMENT REHABILITATION AND NURSING CENTER",1914,NA,NA,NA
"13347","TX","Fayette","OAK MANOR NURSING CENTER",1423,NA,NA,NA
"13348","TX","Fayette","SCHULENBURG REGENCY NURSING CENTER",2382,NA,NA,NA
"13349","TX","Floyd","LOCKNEY HEALTH AND REHABILITATION CENTER",1388,NA,NA,NA
"13350","TX","Foard","CROWELL NURSING CENTER",1822,NA,NA,NA
"13351","TX","Fort Bend","BRAZOSVIEW HEALTHCARE CENTER",876,NA,NA,NA
"13352","TX","Fort Bend","CAMBRIDGE HEALTH AND REHABILITATION CENTER",1244,NA,NA,NA
"13353","TX","Fort Bend","CHELSEA GARDENS",1677,NA,NA,NA
"13354","TX","Fort Bend","FIRST COLONY HEALTH AND REHABILITATION CENTER",1442,NA,NA,NA
"13355","TX","Fort Bend","FORT BEND HEALTHCARE CENTER",775,NA,NA,NA
"13356","TX","Fort Bend","OAK BEND MEDICAL CENTER",1199,NA,NA,NA
"13357","TX","Fort Bend","PARK MANOR OF QUAIL VALLEY",2311,NA,NA,NA
"13358","TX","Fort Bend","RICHMOND HEALTH CARE CENTER",2316,NA,NA,NA
"13359","TX","Fort Bend","ROSENBERG HEALTH & REHABILITATION CENTER",2426,NA,NA,NA
"13360","TX","Fort Bend","SPANISH MEADOWS NURSING & REHAB",1649,2595,1988,0.766
"13361","TX","Fort Bend","SPJST REST HOME NO 2",950,NA,NA,NA
"13362","TX","Fort Bend","SUGAR LAND HEALTH CARE CENTER",2836,NA,NA,NA
"13363","TX","Fort Bend","THE CRESCENT",2394,NA,NA,NA
"13364","TX","Fort Bend","THE MEDICAL RESORT AT SUGAR LAND",1605,468,226,0.483
"13365","TX","Fort Bend","WINDSOR QUAIL VALLEY POST-ACUTE HEALTHCARE",1556,NA,NA,NA
"13366","TX","Franklin","WILLOW CREEK HEALTHCARE CENTRE",2756,NA,NA,NA
"13367","TX","Freestone","FAIRFIELD NURSING & REHABILITATION CENTER",998,NA,NA,NA
"13368","TX","Freestone","FAIRVIEW HEALTHCARE RESIDENCE",2134,NA,NA,NA
"13369","TX","Freestone","TEAGUE NURSING AND REHABILITATION",2667,NA,NA,NA
"13370","TX","Frio","PEARSALL NURSING AND REHABILITATION CENTER",1162,NA,NA,NA
"13371","TX","Gaines","MEMORIAL HEALTH CARE CENTER",2013,NA,NA,NA
"13372","TX","Galveston","ASHTON PARKE CARE CENTER INC",2279,NA,NA,NA
"13373","TX","Galveston","BAYOU PINES CARE CENTER",1669,NA,NA,NA
"13374","TX","Galveston","BAYWIND VILLAGE SKILLED NURSING & REHAB",987,NA,NA,NA
"13375","TX","Galveston","FRIENDSHIP HAVEN HEALTHCARE AND REHABILITATION CEN",2548,NA,NA,NA
"13376","TX","Galveston","GULF HEALTH CARE CENTER IN GALVESTON",3612,NA,NA,NA
"13377","TX","Galveston","MRC THE CROSSINGS",357,NA,NA,NA
"13378","TX","Galveston","REGENT CARE CENTER OF LEAGUE CITY",3313,NA,NA,NA
"13379","TX","Galveston","SEABREEZE NURSING AND REHABILITATION",2391,NA,NA,NA
"13380","TX","Galveston","THE MERIDIAN",1801,60,45,0.75
"13381","TX","Galveston","THE PHOENIX POST-ACUTE",2443,NA,NA,NA
"13382","TX","Galveston","THE RESORT AT TEXAS CITY",2463,NA,NA,NA
"13383","TX","Galveston","THE RIO AT MAINLAND CENTER",2581,NA,NA,NA
"13384","TX","Garza","POST NURSING & REHAB CENTER",1496,NA,NA,NA
"13385","TX","Gillespie","FREDERICKSBURG NURSING AND REHABILITATION LP",2372,NA,NA,NA
"13386","TX","Gillespie","KNOPP HEALTHCARE AND REHAB CENTER INC",2770,NA,NA,NA
"13387","TX","Gillespie","KNOPP NURSING & REHAB CENTER INC",910,NA,NA,NA
"13388","TX","Gillespie","WINDCREST NURSING AND REHABILITATION CENTER",1972,NA,NA,NA
"13389","TX","Goliad","LA BAHIA NURSING AND REHABILITATION LP",2254,NA,NA,NA
"13390","TX","Gonzales","TEXAN NURSING & REHAB OF GONZALES",1132,NA,NA,NA
"13391","TX","Gonzales","THE HEIGHTS OF GONZALES",2008,NA,NA,NA
"13392","TX","Gray","CORONADO HEALTHCARE CENTER",3178,NA,NA,NA
"13393","TX","Gray","MCLEAN CARE CENTER",1230,NA,NA,NA
"13394","TX","Gray","PAMPA NURSING CENTER",1995,NA,NA,NA
"13395","TX","Grayson","BEACON HILL",2654,NA,NA,NA
"13396","TX","Grayson","CEDAR HOLLOW REHABILITATION CENTER",2668,NA,NA,NA
"13397","TX","Grayson","DENISON NURSING AND REHABILITATION LP",1934,NA,NA,NA
"13398","TX","Grayson","FOCUSED CARE AT SHERMAN",2505,NA,NA,NA
"13399","TX","Grayson","HOMESTEAD NURSING AND REHABILITATION OF COLLINSVIL",1322,NA,NA,NA
"13400","TX","Grayson","MEADOWBROOK CARE CENTER",839,NA,NA,NA
"13401","TX","Grayson","TEXOMA HEALTHCARE CENTER",3129,NA,NA,NA
"13402","TX","Grayson","THE HOMESTEAD OF DENISON",1955,37,0,0
"13403","TX","Grayson","THE HOMESTEAD OF SHERMAN",2408,NA,NA,NA
"13404","TX","Grayson","THE TERRACE AT DENISON",2417,NA,NA,NA
"13405","TX","Grayson","WHITESBORO HEALTH AND REHABILITATION CENTER",2034,NA,NA,NA
"13406","TX","Grayson","WOODLANDS PLACE REHABILITATION SUITES",2445,NA,NA,NA
"13407","TX","Gregg","ARBOR GRACE OF KILGORE",2714,NA,NA,NA
"13408","TX","Gregg","BUCKNER WESTMINSTER PLACE",112,NA,NA,NA
"13409","TX","Gregg","HAVENCARE NURSING AND REHABILITATION CENTER LLC",2055,NA,NA,NA
"13410","TX","Gregg","HERITAGE AT LONGVIEW HEALTHCARE CENTER",3369,NA,NA,NA
"13411","TX","Gregg","HIGHLAND PINES NURSING HOME",1981,334,124,0.371
"13412","TX","Gregg","LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER G",1387,NA,NA,NA
"13413","TX","Gregg","LONGVIEW HILL NURSING AND REHABILITATION CENTER",2380,NA,NA,NA
"13414","TX","Gregg","PINE TREE LODGE NURSING CENTER",929,NA,NA,NA
"13415","TX","Gregg","SUMMER MEADOWS",1812,NA,NA,NA
"13416","TX","Gregg","TREVISO TRANSITIONAL CARE",3197,NA,NA,NA
"13417","TX","Gregg","TRUMAN W SMITH CHILDREN'S CARE CENTER",1385,1075,0,0
"13418","TX","Gregg","WHISPERING PINES LODGE",1383,NA,NA,NA
"13419","TX","Gregg","WILLOW REHAB & NURSING",1238,NA,NA,NA
"13420","TX","Grimes","GOLDEN CREEK HEALTHCARE AND REHABILITATION CENTER",2481,NA,NA,NA
"13421","TX","Grimes","NAVASOTA NURSING AND REHABILITATION LP",4835,NA,NA,NA
"13422","TX","Guadalupe","AUTUMN WINDS LIVING & REHABILITATION",1365,NA,NA,NA
"13423","TX","Guadalupe","GUADALUPE VALLEY NURSING CENTER",1609,NA,NA,NA
"13424","TX","Guadalupe","REMARKABLE HEALTHCARE OF SEGUIN",2048,NA,NA,NA
"13425","TX","Guadalupe","SILVER TREE NURSING AND REHABILITATION CENTER",1774,NA,NA,NA
"13426","TX","Guadalupe","TRUCARE LIVING CENTERS - SELMA",2055,NA,NA,NA
"13427","TX","Guadalupe","WALNUT SPRINGS HEALTH AND REHABILITATION",2224,NA,NA,NA
"13428","TX","Guadalupe","WINDSOR NURSING AND REHABILITATION CENTER OF SEGUI",997,NA,NA,NA
"13429","TX","Hale","PLAINVIEW HEALTHCARE CENTER",1355,NA,NA,NA
"13430","TX","Hale","PRAIRIE HOUSE LIVING CENTER",1931,NA,NA,NA
"13431","TX","Hall","MEMPHIS CONVALESCENT CENTER",1504,NA,NA,NA
"13432","TX","Hamilton","FOCUSED CARE AT HAMILTON",1865,NA,NA,NA
"13433","TX","Hamilton","HAMILTON HEALTHCARE CENTER",2124,NA,NA,NA
"13434","TX","Hamilton","HICO NURSING AND REHABILITATION",1625,NA,NA,NA
"13435","TX","Hansford","HANSFORD MANOR",1391,NA,NA,NA
"13436","TX","Hardin","KOUNTZE NURSING CENTER",569,NA,NA,NA
"13437","TX","Hardin","PINE ARBOR",827,NA,NA,NA
"13438","TX","Hardin","SILSBEE CONVALESCENT CENTER",723,NA,NA,NA
"13439","TX","Hardin","SILSBEE OAKS HEALTH CARE LLP",1259,NA,NA,NA
"13440","TX","Hardin","VILLAGE CREEK REHABILITATION AND NURSING CENTER",2255,NA,NA,NA
"13441","TX","Harris","AFTON OAKS NURSING CENTER",2607,NA,NA,NA
"13442","TX","Harris","ARDEN HEIGHTS",1027,NA,NA,NA
"13443","TX","Harris","ARDEN PLACE",2330,NA,NA,NA
"13444","TX","Harris","ARDEN WOOD",2533,NA,NA,NA
"13445","TX","Harris","ASHFORD GARDENS",2983,NA,NA,NA
"13446","TX","Harris","BAYOU MANOR",631,NA,NA,NA
"13447","TX","Harris","BAYWOOD CROSSING REHABILITATION & HEALTHCARE CENTE",1689,NA,NA,NA
"13448","TX","Harris","BRIDGECREST REHABILITATION SUITES",2335,NA,NA,NA
"13449","TX","Harris","BRIDGEMOOR OF WEBSTER",1767,NA,NA,NA
"13450","TX","Harris","BROOKDALE GALLERIA",1284,NA,NA,NA
"13451","TX","Harris","BROOKDALE PLACE WILLOWBROOK",2310,NA,NA,NA
"13452","TX","Harris","CAPSTONE HEALTHCARE ESTATES AT VETERANS MEMORIAL",2293,NA,NA,NA
"13453","TX","Harris","CAPSTONE HEALTHCARE ESTATES ON OREM",2054,NA,NA,NA
"13454","TX","Harris","CLAREWOOD HOUSE EXTENDED CARE CENTER",1419,NA,NA,NA
"13455","TX","Harris","CONTINUING CARE AT EAGLES TRACE",572,NA,NA,NA
"13456","TX","Harris","COURTYARD NURSING AND REHABILITATION",2070,NA,NA,NA
"13457","TX","Harris","CRIMSON HEIGHTS HEALTH & WELLNESS",2443,NA,NA,NA
"13458","TX","Harris","CYPRESS CREEK REHABILITATION AND HEALTHCARE CENTER",1692,NA,NA,NA
"13459","TX","Harris","CYPRESS POINTE HEALTH & WELLNESS",3385,NA,NA,NA
"13460","TX","Harris","DEERBROOK SKILLED NURSING AND REHAB CENTER",1945,NA,NA,NA
"13461","TX","Harris","EAST VIEW HEALTHCARE",1962,NA,NA,NA
"13462","TX","Harris","FAITH MEMORIAL NURSING HOME",873,NA,NA,NA
"13463","TX","Harris","FALL CREEK REHABILITATION AND HEALTHCARE CENTER",1950,NA,NA,NA
"13464","TX","Harris","FOCUSED CARE AT ALLENBROOK",2205,NA,NA,NA
"13465","TX","Harris","FOCUSED CARE AT BAYTOWN",2611,NA,NA,NA
"13466","TX","Harris","FOCUSED CARE AT BURNET BAY",2389,NA,NA,NA
"13467","TX","Harris","FOCUSED CARE AT HUMBLE",1999,NA,NA,NA
"13468","TX","Harris","FOCUSED CARE AT PASADENA",2045,NA,NA,NA
"13469","TX","Harris","FOCUSED CARE AT WEBSTER",1955,NA,NA,NA
"13470","TX","Harris","FOCUSED CARE AT WESTWOOD",3142,NA,NA,NA
"13471","TX","Harris","GALLERIA RESIDENCE AND REHABILITATION CENTER",3363,NA,NA,NA
"13472","TX","Harris","GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE",3275,NA,NA,NA
"13473","TX","Harris","GRACE CARE CENTER AT NORTHPOINTE",2356,NA,NA,NA
"13474","TX","Harris","GRACE CARE CENTER OF CYPRESS",572,NA,NA,NA
"13475","TX","Harris","HERITAGE PARK OF KATY NURSING AND REHABILITATION",1873,NA,NA,NA
"13476","TX","Harris","HERMANN HOSPITAL",163,NA,NA,NA
"13477","TX","Harris","HIGHLAND PARK CARE CENTER",2738,NA,NA,NA
"13478","TX","Harris","HOLLY HALL",1252,NA,NA,NA
"13479","TX","Harris","HOUSTON HEIGHTS HEALTHCARE CENTRE",4121,NA,NA,NA
"13480","TX","Harris","HOUSTON TRANSITIONAL CARE",840,NA,NA,NA
"13481","TX","Harris","JACINTO NURSING & REHABILITATION CENTER, LLC",3683,NA,NA,NA
"13482","TX","Harris","LAPORTE HEALTHCARE CENTER",798,NA,NA,NA
"13483","TX","Harris","LAWRENCE STREET HEALTH CARE CENTER",3899,NA,NA,NA
"13484","TX","Harris","LEGEND OAKS HEALTHCARE AND REHABILITATION-WEST HOU",1670,NA,NA,NA
"13485","TX","Harris","LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER -",2070,NA,NA,NA
"13486","TX","Harris","MASON CREEK TRANSITIONAL CARE OF KATY",2215,0,0,NA
"13487","TX","Harris","MEMORIAL CITY HEALTH AND REHABILITATION CENTER",2967,NA,NA,NA
"13488","TX","Harris","MISSION CARE CENTERS-ALL SEASONS",1835,NA,NA,NA
"13489","TX","Harris","MISTY WILLOW HEALTHCARE AND REHABILITATION CENTER",3127,NA,NA,NA
"13490","TX","Harris","NORTH HOUSTON TRANSITIONAL CARE",1147,NA,NA,NA
"13491","TX","Harris","NORTHWEST HEALTH AND REHABILITATION CENTER",1562,NA,NA,NA
"13492","TX","Harris","OAKMONT HEALTHCARE AND REHABILITATION CENTER OF HU",2702,NA,NA,NA
"13493","TX","Harris","OAKMONT HEALTHCARE AND REHABILITATION CENTER OF KA",2036,NA,NA,NA
"13494","TX","Harris","PARK MANOR OF CYFAIR",1521,NA,NA,NA
"13495","TX","Harris","PARK MANOR OF CYPRESS STATION",1414,NA,NA,NA
"13496","TX","Harris","PARK MANOR OF HUMBLE",2436,NA,NA,NA
"13497","TX","Harris","PARK MANOR OF SOUTH BELT",1498,NA,NA,NA
